Id,Time[ns],0:UART: RX/TX
6733,9049243000.00000000000000000000,p
6734,9049332000.00000000000000000000, 
6735,9049422000.00000000000000000000,0
6736,9049511000.00000000000000000000,x
6737,9049601000.00000000000000000000,0
6738,9049691000.00000000000000000000,0
6739,9049780000.00000000000000000000,0
6740,9049870000.00000000000000000000,0
6741,9049959000.00000000000000000000,0
6742,9050049000.00000000000000000000,0
6743,9050139000.00000000000000000000,0
6744,9050228000.00000000000000000000,9
6745,9050318000.00000000000000000000,[0D]
6746,9050407000.00000000000000000000,[0A]
6747,9052746000.00000000000000000000,v
6748,9052835000.00000000000000000000,t
6749,9052925000.00000000000000000000,a
6750,9053015000.00000000000000000000,b
6751,9053104000.00000000000000000000,l
6752,9053194000.00000000000000000000,e
6753,9053283000.00000000000000000000, 
6754,9053373000.00000000000000000000,v
6755,9053463000.00000000000000000000,i
6756,9053552000.00000000000000000000,d
6757,9053642000.00000000000000000000,:
6758,9053731000.00000000000000000000, 
6759,9053821000.00000000000000000000,0
6760,9053911000.00000000000000000000,x
6761,9054000000.00000000000000000000,0
6762,9054090000.00000000000000000000,0
6763,9054179000.00000000000000000000,0
6764,9054269000.00000000000000000000,0
6765,9054359000.00000000000000000000,0
6766,9054448000.00000000000000000000,0
6767,9054538000.00000000000000000000,0
6768,9054627000.00000000000000000000,a
6769,9054717000.00000000000000000000,,
6770,9054807000.00000000000000000000, 
6771,9054896000.00000000000000000000,b
6772,9054986000.00000000000000000000,i
6773,9055075000.00000000000000000000,t
6774,9055165000.00000000000000000000,m
6775,9055255000.00000000000000000000,a
6776,9055344000.00000000000000000000,p
6777,9055434000.00000000000000000000, 
6778,9055523000.00000000000000000000,0
6779,9055613000.00000000000000000000,x
6780,9055703000.00000000000000000000,0
6781,9055792000.00000000000000000000,0
6782,9055882000.00000000000000000000,0
6783,9055971000.00000000000000000000,0
6784,9056061000.00000000000000000000,0
6785,9056151000.00000000000000000000,0
6786,9056240000.00000000000000000000,0
6787,9056330000.00000000000000000000,b
6788,9056419000.00000000000000000000,[0D]
6789,9056509000.00000000000000000000,[0A]
6790,9059762000.00000000000000000000,v
6791,9059851000.00000000000000000000,t
6792,9059941000.00000000000000000000,a
6793,9060030000.00000000000000000000,b
6794,9060120000.00000000000000000000,l
6795,9060210000.00000000000000000000,e
6796,9060299000.00000000000000000000, 
6797,9060389000.00000000000000000000,v
6798,9060478000.00000000000000000000,i
6799,9060568000.00000000000000000000,d
6800,9060658000.00000000000000000000,:
6801,9060747000.00000000000000000000, 
6802,9060837000.00000000000000000000,0
6803,9060926000.00000000000000000000,x
6804,9061016000.00000000000000000000,0
6805,9061106000.00000000000000000000,0
6806,9061195000.00000000000000000000,0
6807,9061285000.00000000000000000000,0
6808,9061374000.00000000000000000000,0
6809,9061464000.00000000000000000000,0
6810,9061554000.00000000000000000000,0
6811,9061643000.00000000000000000000,c
6812,9061733000.00000000000000000000,,
6813,9061822000.00000000000000000000, 
6814,9061912000.00000000000000000000,b
6815,9062002000.00000000000000000000,i
6816,9062091000.00000000000000000000,t
6817,9062181000.00000000000000000000,m
6818,9062270000.00000000000000000000,a
6819,9062360000.00000000000000000000,p
6820,9062450000.00000000000000000000, 
6821,9062539000.00000000000000000000,0
6822,9062629000.00000000000000000000,x
6823,9062718000.00000000000000000000,0
6824,9062808000.00000000000000000000,0
6825,9062898000.00000000000000000000,0
6826,9062987000.00000000000000000000,0
6827,9063077000.00000000000000000000,0
6828,9063166000.00000000000000000000,0
6829,9063256000.00000000000000000000,0
6830,9063346000.00000000000000000000,d
6831,9063435000.00000000000000000000,[0D]
6832,9063525000.00000000000000000000,[0A]
6833,9066786000.00000000000000000000,v
6834,9066876000.00000000000000000000,t
6835,9066965000.00000000000000000000,a
6836,9067055000.00000000000000000000,b
6837,9067145000.00000000000000000000,l
6838,9067234000.00000000000000000000,e
6839,9067324000.00000000000000000000, 
6840,9067413000.00000000000000000000,v
6841,9067503000.00000000000000000000,i
6842,9067593000.00000000000000000000,d
6843,9067682000.00000000000000000000,:
6844,9067772000.00000000000000000000, 
6845,9067861000.00000000000000000000,0
6846,9067951000.00000000000000000000,x
6847,9068041000.00000000000000000000,0
6848,9068130000.00000000000000000000,0
6849,9068220000.00000000000000000000,0
6850,9068309000.00000000000000000000,0
6851,9068399000.00000000000000000000,0
6852,9068489000.00000000000000000000,0
6853,9068578000.00000000000000000000,0
6854,9068668000.00000000000000000000,e
6855,9068757000.00000000000000000000,,
6856,9068847000.00000000000000000000, 
6857,9068937000.00000000000000000000,b
6858,9069026000.00000000000000000000,i
6859,9069116000.00000000000000000000,t
6860,9069205000.00000000000000000000,m
6861,9069295000.00000000000000000000,a
6862,9069385000.00000000000000000000,p
6863,9069474000.00000000000000000000, 
6864,9069564000.00000000000000000000,0
6865,9069653000.00000000000000000000,x
6866,9069743000.00000000000000000000,0
6867,9069833000.00000000000000000000,0
6868,9069922000.00000000000000000000,0
6869,9070012000.00000000000000000000,0
6870,9070101000.00000000000000000000,0
6871,9070191000.00000000000000000000,0
6872,9070281000.00000000000000000000,0
6873,9070370000.00000000000000000000,f
6874,9070460000.00000000000000000000,[0D]
6875,9070549000.00000000000000000000,[0A]
6876,9074725000.00000000000000000000,v
6877,9074814000.00000000000000000000,t
6878,9074904000.00000000000000000000,a
6879,9074993000.00000000000000000000,b
6880,9075083000.00000000000000000000,l
6881,9075173000.00000000000000000000,e
6882,9075262000.00000000000000000000, 
6883,9075352000.00000000000000000000,v
6884,9075441000.00000000000000000000,i
6885,9075531000.00000000000000000000,d
6886,9075621000.00000000000000000000,:
6887,9075710000.00000000000000000000, 
6888,9075800000.00000000000000000000,0
6889,9075889000.00000000000000000000,x
6890,9075979000.00000000000000000000,0
6891,9076069000.00000000000000000000,0
6892,9076158000.00000000000000000000,0
6893,9076248000.00000000000000000000,0
6894,9076337000.00000000000000000000,0
6895,9076427000.00000000000000000000,0
6896,9076517000.00000000000000000000,1
6897,9076606000.00000000000000000000,0
6898,9076696000.00000000000000000000,,
6899,9076785000.00000000000000000000, 
6900,9076875000.00000000000000000000,b
6901,9076965000.00000000000000000000,i
6902,9077054000.00000000000000000000,t
6903,9077144000.00000000000000000000,m
6904,9077233000.00000000000000000000,a
6905,9077323000.00000000000000000000,p
6906,9077413000.00000000000000000000, 
6907,9077502000.00000000000000000000,0
6908,9077592000.00000000000000000000,x
6909,9077681000.00000000000000000000,0
6910,9077771000.00000000000000000000,0
6911,9077861000.00000000000000000000,0
6912,9077950000.00000000000000000000,0
6913,9078040000.00000000000000000000,0
6914,9078129000.00000000000000000000,0
6915,9078219000.00000000000000000000,1
6916,9078309000.00000000000000000000,1
6917,9078398000.00000000000000000000,[0D]
6918,9078488000.00000000000000000000,[0A]
6919,9080826000.00000000000000000000,v
6920,9080916000.00000000000000000000,t
6921,9081006000.00000000000000000000,a
6922,9081095000.00000000000000000000,b
6923,9081185000.00000000000000000000,l
6924,9081274000.00000000000000000000,e
6925,9081364000.00000000000000000000, 
6926,9081454000.00000000000000000000,v
6927,9081543000.00000000000000000000,i
6928,9081633000.00000000000000000000,d
6929,9081722000.00000000000000000000,:
6930,9081812000.00000000000000000000, 
6931,9081902000.00000000000000000000,0
6932,9081991000.00000000000000000000,x
6933,9082081000.00000000000000000000,0
6934,9082170000.00000000000000000000,0
6935,9082260000.00000000000000000000,0
6936,9082350000.00000000000000000000,0
6937,9082439000.00000000000000000000,0
6938,9082529000.00000000000000000000,0
6939,9082618000.00000000000000000000,1
6940,9082708000.00000000000000000000,2
6941,9082798000.00000000000000000000,,
6942,9082887000.00000000000000000000, 
6943,9082977000.00000000000000000000,b
6944,9083066000.00000000000000000000,i
6945,9083156000.00000000000000000000,t
6946,9083246000.00000000000000000000,m
6947,9083335000.00000000000000000000,a
6948,9083425000.00000000000000000000,p
6949,9083514000.00000000000000000000, 
6950,9083604000.00000000000000000000,0
6951,9083694000.00000000000000000000,x
6952,9083783000.00000000000000000000,0
6953,9083873000.00000000000000000000,0
6954,9083962000.00000000000000000000,0
6955,9084052000.00000000000000000000,0
6956,9084142000.00000000000000000000,0
6957,9084231000.00000000000000000000,0
6958,9084321000.00000000000000000000,1
6959,9084410000.00000000000000000000,3
6960,9084500000.00000000000000000000,[0D]
6961,9084590000.00000000000000000000,[0A]
6962,9087842000.00000000000000000000,v
6963,9087932000.00000000000000000000,t
6964,9088021000.00000000000000000000,a
6965,9088111000.00000000000000000000,b
6966,9088200000.00000000000000000000,l
6967,9088290000.00000000000000000000,e
6968,9088380000.00000000000000000000, 
6969,9088469000.00000000000000000000,v
6970,9088559000.00000000000000000000,i
6971,9088648000.00000000000000000000,d
6972,9088738000.00000000000000000000,:
6973,9088828000.00000000000000000000, 
6974,9088917000.00000000000000000000,0
6975,9089007000.00000000000000000000,x
6976,9089096000.00000000000000000000,0
6977,9089186000.00000000000000000000,0
6978,9089276000.00000000000000000000,0
6979,9089365000.00000000000000000000,0
6980,9089455000.00000000000000000000,0
6981,9089544000.00000000000000000000,0
6982,9089634000.00000000000000000000,1
6983,9089724000.00000000000000000000,4
6984,9089813000.00000000000000000000,,
6985,9089903000.00000000000000000000, 
6986,9089992000.00000000000000000000,b
6987,9090082000.00000000000000000000,i
6988,9090172000.00000000000000000000,t
6989,9090261000.00000000000000000000,m
6990,9090351000.00000000000000000000,a
6991,9090440000.00000000000000000000,p
6992,9090530000.00000000000000000000, 
6993,9090620000.00000000000000000000,0
6994,9090709000.00000000000000000000,x
6995,9090799000.00000000000000000000,0
6996,9090888000.00000000000000000000,0
6997,9090978000.00000000000000000000,0
6998,9091068000.00000000000000000000,0
6999,9091157000.00000000000000000000,0
7000,9091247000.00000000000000000000,0
7001,9091336000.00000000000000000000,1
7002,9091426000.00000000000000000000,5
7003,9091516000.00000000000000000000,[0D]
7004,9091605000.00000000000000000000,[0A]
7005,9094858000.00000000000000000000,v
7006,9094947000.00000000000000000000,t
7007,9095037000.00000000000000000000,a
7008,9095126000.00000000000000000000,b
7009,9095216000.00000000000000000000,l
7010,9095306000.00000000000000000000,e
7011,9095395000.00000000000000000000, 
7012,9095485000.00000000000000000000,v
7013,9095574000.00000000000000000000,i
7014,9095664000.00000000000000000000,d
7015,9095754000.00000000000000000000,:
7016,9095843000.00000000000000000000, 
7017,9095933000.00000000000000000000,0
7018,9096022000.00000000000000000000,x
7019,9096112000.00000000000000000000,0
7020,9096202000.00000000000000000000,0
7021,9096291000.00000000000000000000,0
7022,9096381000.00000000000000000000,0
7023,9096470000.00000000000000000000,0
7024,9096560000.00000000000000000000,0
7025,9096650000.00000000000000000000,1
7026,9096739000.00000000000000000000,6
7027,9096829000.00000000000000000000,,
7028,9096918000.00000000000000000000, 
7029,9097008000.00000000000000000000,b
7030,9097098000.00000000000000000000,i
7031,9097187000.00000000000000000000,t
7032,9097277000.00000000000000000000,m
7033,9097366000.00000000000000000000,a
7034,9097456000.00000000000000000000,p
7035,9097546000.00000000000000000000, 
7036,9097635000.00000000000000000000,0
7037,9097725000.00000000000000000000,x
7038,9097814000.00000000000000000000,0
7039,9097904000.00000000000000000000,0
7040,9097994000.00000000000000000000,0
7041,9098083000.00000000000000000000,0
7042,9098173000.00000000000000000000,0
7043,9098262000.00000000000000000000,0
7044,9098352000.00000000000000000000,1
7045,9098442000.00000000000000000000,7
7046,9098531000.00000000000000000000,[0D]
7047,9098621000.00000000000000000000,[0A]
7048,9102796000.00000000000000000000,v
7049,9102886000.00000000000000000000,t
7050,9102975000.00000000000000000000,a
7051,9103065000.00000000000000000000,b
7052,9103155000.00000000000000000000,l
7053,9103244000.00000000000000000000,e
7054,9103334000.00000000000000000000, 
7055,9103423000.00000000000000000000,v
7056,9103513000.00000000000000000000,i
7057,9103603000.00000000000000000000,d
7058,9103692000.00000000000000000000,:
7059,9103782000.00000000000000000000, 
7060,9103871000.00000000000000000000,0
7061,9103961000.00000000000000000000,x
7062,9104051000.00000000000000000000,0
7063,9104140000.00000000000000000000,0
7064,9104230000.00000000000000000000,0
7065,9104319000.00000000000000000000,0
7066,9104409000.00000000000000000000,0
7067,9104499000.00000000000000000000,0
7068,9104588000.00000000000000000000,1
7069,9104678000.00000000000000000000,8
7070,9104767000.00000000000000000000,,
7071,9104857000.00000000000000000000, 
7072,9104947000.00000000000000000000,b
7073,9105036000.00000000000000000000,i
7074,9105126000.00000000000000000000,t
7075,9105215000.00000000000000000000,m
7076,9105305000.00000000000000000000,a
7077,9105395000.00000000000000000000,p
7078,9105484000.00000000000000000000, 
7079,9105574000.00000000000000000000,0
7080,9105663000.00000000000000000000,x
7081,9105753000.00000000000000000000,0
7082,9105843000.00000000000000000000,0
7083,9105932000.00000000000000000000,0
7084,9106022000.00000000000000000000,0
